2026-02-01 00:00:05 | ERROR | search | Unhandled exception type=ValueError message=unexpected None (env=prod, region=ap-southeast-1, ip=17.27.69.161, request_id=tyjcj90h9zfswx73, trace_id=jdsmnw6y8xds3ot3vizkp9cc, ua="curl/8.4.0")
2026-02-01 11:21:24 | ERROR | storage | DB timeout while fetching user profile user_id=6603 (env=staging, region=me-south-1, ip=93.189.66.236, request_id=vhbo5j1dnv53sk0o, trace_id=cqla4ypb8xjzikklsl6605fl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:21:36 | ERROR | cdn | Payment gateway returned 504 provider=paypal (env=prod, region=ap-southeast-1, ip=54.26.253.251, request_id=g2lxeg2dru35iqnp, trace_id=tagubsvxwkw7nqj8t66453nx, ua="PostmanRuntime/7.36.0")
2026-02-01 11:21:38 | ERROR | inventory | Payment gateway returned 400 provider=paypal (env=prod, region=us-east-1, ip=37.60.115.153, request_id=g4mgs5wmfqoid5ql, trace_id=sh1cxfvm4lcl5nbdb20csjp7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:21:53 | ERROR | analytics | Authentication failed due to invalid token user_id=2575 (env=prod, region=us-east-1, ip=73.42.89.235, request_id=683zwcqkds2zruye, trace_id=k6v2isun3z02ax3xnvxzmchz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:22:55 | ERROR | storage | Unhandled exception type=KeyError message=permission denied (env=staging, region=eu-west-1, ip=23.172.217.67, request_id=lzmqud1q6a82gmx7, trace_id=c5aq0qs2dl1de4zo9ms2twv7, ua="PostmanRuntime/7.36.0")
2026-02-01 11:22:58 | ERROR | kms | DB timeout while fetching user profile user_id=9068 (env=prod, region=us-east-1, ip=75.64.123.46, request_id=y7c5thacct9vawk6, trace_id=y72u7u8v7fzz86be8oi11wwc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:23:05 | ERROR | scheduler | Service dependency not responding dependency=stripe (env=staging, region=eu-west-1, ip=118.179.148.118, request_id=i4en1ztsl6yw5ied, trace_id=0vnmr2eq17sxqhtsub8opzf4, ua="curl/8.4.0")
2026-02-01 11:23:17 | ERROR | profile | DB timeout while fetching user profile user_id=6385 (env=prod, region=eu-west-1, ip=116.146.30.254, request_id=h5w8thtznqs3tksm, trace_id=e3y5qb8gl3adpmnt514baetp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:23:21 | ERROR | db | DB timeout while fetching user profile user_id=4577 (env=dev, region=me-south-1, ip=26.157.212.246, request_id=x3dssax9nl82g8j4, trace_id=gl1g66m7bju0czuu0zdkbc08, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:23:24 | ERROR | analytics | Unhandled exception type=PermissionError message=null value (env=prod, region=ap-southeast-1, ip=146.78.97.131, request_id=ap4fi71mi93au7b6, trace_id=fto21yv3j6szy6ziial41odm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:23:26 | ERROR | api | Authentication failed due to invalid token user_id=4020 (env=prod, region=eu-west-1, ip=187.3.84.87, request_id=a3yojyac0yvocwl6, trace_id=x0zae9h32qn5mggio84ktqta, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:23:31 | ERROR | cdn | Unhandled exception type=RateLimitError message=null value (env=prod, region=ap-southeast-1, ip=94.237.39.194, request_id=ga0d448detz0gbr7, trace_id=vkow3hy30lclf7a80krdwf9z, ua="PostmanRuntime/7.36.0")
2026-02-01 11:23:40 | ERROR | profile | Upstream service unavailable dependency=kms (env=prod, region=eu-west-1, ip=30.158.30.13, request_id=vi0tkw6bo4d8f4ov, trace_id=r4rewas3fwj0gqog5wqv9jtt, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:23:53 | ERROR | storage | Upstream service unavailable dependency=kms (env=prod, region=eu-west-1, ip=142.10.85.218, request_id=skc841lo3hfoe1pt, trace_id=oojw8knhlcfb34k3bg2vsukt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:24:16 | ERROR | gateway | Service dependency not responding dependency=stripe (env=prod, region=ap-southeast-1, ip=71.106.228.211, request_id=vn0mom2thqr7dkqi, trace_id=s5hmsgfz8lzh748w0d51uwdg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:24:20 | ERROR | inventory | Data validation error: missing required field field=email (env=prod, region=me-south-1, ip=29.140.94.179, request_id=tb4a3ov2naet1noo, trace_id=f80ep9ez8tlswhf8f10tgxe4, ua="PostmanRuntime/7.36.0")
2026-02-01 11:24:45 | ERROR | analytics | Payment gateway returned 503 provider=paypal (env=prod, region=me-south-1, ip=177.250.207.150, request_id=3hsieka1eqme8o3z, trace_id=b3h7n0yd5o5i6jaq42evqlh5, ua="PostmanRuntime/7.36.0")
2026-02-01 11:25:06 | ERROR | auth | Upstream service unavailable dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=61.118.58.123, request_id=nfnfa9ydhkwtaxvn, trace_id=jvvd2fih59hgrckjpp8sgpz4, ua="PostmanRuntime/7.36.0")
2026-02-01 11:25:27 | ERROR | scheduler | Data validation error: missing required field field=user_id (env=prod, region=us-east-1, ip=12.102.59.237, request_id=0p21ym3lx45223ku, trace_id=8ay2fp2t5hbpsthk7fkc4tz1, ua="PostmanRuntime/7.36.0")
2026-02-01 11:25:40 | ERROR | cache | Service dependency not responding dependency=orders-api (env=prod, region=eu-west-1, ip=191.129.183.73, request_id=z2l6mwms6wt87a94, trace_id=6xbpwa4edebj4sz3j48gbg35, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:25:47 | ERROR | api | Payment gateway returned 503 provider=stripe (env=prod, region=us-east-1, ip=63.175.43.248, request_id=t4l1wcainokxqt2c, trace_id=2g9mu64qcqr2th3r9148cnfx, ua="PostmanRuntime/7.36.0")
2026-02-01 11:26:03 | ERROR | frontend | Data validation error: missing required field field=email (env=prod, region=me-south-1, ip=205.131.66.234, request_id=5vb2wwd53jvdcg18, trace_id=k45zvb4nvj0vxmvn9x6qijla, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:26:21 | ERROR | auth | Service dependency not responding dependency=payments-api (env=prod, region=us-east-1, ip=35.173.91.224, request_id=aa2asws9khgxttaj, trace_id=u825xl916kaloent6b33c2gg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:26:51 | ERROR | analytics | Upstream service unavailable dependency=s3 (env=dev, region=us-east-1, ip=198.55.188.37, request_id=n5cggi4vgb9vkv7m, trace_id=g0u55ezrzva52681r4juq2ec, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:27:04 | ERROR | cdn | Authentication failed due to invalid token user_id=3876 (env=prod, region=ap-southeast-1, ip=47.86.238.55, request_id=rk0aty7ucwih7d19, trace_id=8nltxhk3xvdsz8m74i8lbzp1, ua="curl/8.4.0")
2026-02-01 11:27:10 | ERROR | search | Payment gateway returned 503 provider=paypal (env=prod, region=eu-west-1, ip=81.159.24.213, request_id=53guqei1q7cjj26m, trace_id=mvswjo4q4gyic6uv0zpohicw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:27:24 | ERROR | auth | Data validation error: missing required field field=currency (env=staging, region=ap-southeast-1, ip=240.111.64.232, request_id=dcq7ok3tfidm58yh, trace_id=9epwmmk8i2pjha0s1u75kifh, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:27:34 | ERROR | scheduler | DB timeout while fetching user profile user_id=4956 (env=prod, region=eu-west-1, ip=249.90.81.65, request_id=4mxogpfrwj51xuz9, trace_id=7uskuqe4qbfjwnm2paot1in3, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:28:20 | ERROR | storage | Connection refused dependency=s3 (env=prod, region=eu-west-1, ip=50.62.201.30, request_id=syutjuqx7vxongzh, trace_id=cz0jrxkbgiduqgggutb8z1g6, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:28:25 | ERROR | analytics | Data validation error: missing required field field=email (env=prod, region=us-east-1, ip=237.117.20.129, request_id=qy6rnyznuxjlj4sf, trace_id=jc0zc3teme1qh802d77xi0nu, ua="curl/8.4.0")
2026-02-01 11:28:30 | ERROR | email | Data validation error: missing required field field=sku (env=prod, region=me-south-1, ip=193.234.144.21, request_id=hhqyd6uie158k3bp, trace_id=wguhh0gw2u5ykn8rakq9hcsx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:28:36 | ERROR | scheduler | Authentication failed due to invalid token user_id=8332 (env=prod, region=ap-southeast-1, ip=46.27.229.50, request_id=z5c6ihb8nb3foluu, trace_id=cmzysz56kjxnotqctab4hq47, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:28:41 | ERROR | auth | Worker crashed: out of memory rss_mb=2242 (env=dev, region=eu-west-1, ip=73.93.76.54, request_id=80m7uvfq41mrnhur, trace_id=5t6t1yh3klvrf9kwbgpioncr, ua="PostmanRuntime/7.36.0")
2026-02-01 11:28:45 | ERROR | email | Write operation failed: storage quota exceeded bucket=staging-uploads (env=dev, region=us-east-1, ip=248.224.236.128, request_id=xg3wwy39g8gsad69, trace_id=mjlnj8xk7xs5zwpede4vkjbq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:28:49 | ERROR | scheduler | Unhandled exception type=ValueError message=permission denied (env=dev, region=us-east-1, ip=147.53.2.198, request_id=1dpmxicmwebc2pu7, trace_id=ql6sm9xu7t73a0907mmyuawu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:29:20 | ERROR | kms | Authentication failed due to invalid token user_id=8147 (env=dev, region=me-south-1, ip=175.252.67.53, request_id=ynsjyp84uqiy2k7f, trace_id=zn7c3e0wb6vlv85yqqkrh3w0, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:29:38 | ERROR | frontend | Data validation error: missing required field field=currency (env=dev, region=me-south-1, ip=117.140.163.246, request_id=c2tqbmplyzln5wja, trace_id=pyuejttnaaq4htpmwzkp7kb5, ua="PostmanRuntime/7.36.0")
2026-02-01 11:29:42 | ERROR | email | Service dependency not responding dependency=payments-api (env=prod, region=eu-west-1, ip=44.245.106.29, request_id=98ih8pxbyhgy48ge, trace_id=sgg7c1155bbtcptspiazzawl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:29:57 | ERROR | orders | Connection refused dependency=email-smtp (env=prod, region=ap-southeast-1, ip=123.125.109.202, request_id=uxe7kt1yhgz3u07p, trace_id=xjrb08h6m6pc8ytvft2wgx0u, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:30:02 | ERROR | analytics | Payment gateway returned 503 provider=stripe (env=prod, region=us-east-1, ip=56.190.248.209, request_id=bcyp1d93q8u8tfpy, trace_id=3vrfadoyap8y2fifyafppg8p, ua="curl/8.4.0")
2026-02-01 11:30:05 | ERROR | db | Unhandled exception type=IOError message=unexpected None (env=prod, region=us-east-1, ip=87.77.234.170, request_id=ql054lxtyvhkidn5, trace_id=ggl1f9hk75zezopk2ll2yiwg, ua="curl/8.4.0")
2026-02-01 11:30:11 | ERROR | gateway | Authentication failed due to invalid token user_id=3193 (env=staging, region=me-south-1, ip=116.168.79.81, request_id=izas97wdskw0efkv, trace_id=qm0ysj65o4xdrlip29o6gapn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:30:25 | ERROR | worker | Authentication failed due to invalid token user_id=7525 (env=prod, region=us-east-1, ip=85.90.160.149, request_id=6syipzjus7nfi9se, trace_id=f48600sfo7k55xk8io2k0dgu, ua="curl/8.4.0")
2026-02-01 11:30:30 | ERROR | cdn | Unhandled exception type=ValueError message=unexpected None (env=dev, region=ap-southeast-1, ip=139.37.82.218, request_id=k7sh0uee9m2jdd14, trace_id=941vgurhjql9ou027b1vde19, ua="PostmanRuntime/7.36.0")
2026-02-01 11:30:31 | ERROR | api | Worker crashed: out of memory rss_mb=7114 (env=prod, region=us-east-1, ip=221.189.188.89, request_id=xtmuaayq98cb2pdm, trace_id=5080jash2nxzjosnfhgn3tuq, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:30:38 | ERROR | billing | Write operation failed: storage quota exceeded bucket=staging-uploads (env=dev, region=ap-southeast-1, ip=63.126.123.74, request_id=4344qhrr7blth5sd, trace_id=gqrmooh1sdnnwh6molu6bgzu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:31:07 | ERROR | kms | Service dependency not responding dependency=kms (env=staging, region=us-east-1, ip=103.146.67.251, request_id=mqppgkpba4eqtr55, trace_id=p353jm43teik8r3mpcdnw5l3, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:31:25 | ERROR | gateway | Payment gateway returned 503 provider=stripe (env=prod, region=ap-southeast-1, ip=162.185.151.13, request_id=hc6ylpwgn94a1rz6, trace_id=8r2tadk48xgbpzclq8tmbmnu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:31:40 | ERROR | kms | Connection refused dependency=cdn-edge (env=prod, region=eu-west-1, ip=140.196.242.68, request_id=kbxexucp0ifs3k04, trace_id=por5d21uxn6dte31dh8rg2t9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:31:48 | ERROR | api | Unhandled exception type=TimeoutError message=index out of range (env=prod, region=ap-southeast-1, ip=130.80.89.196, request_id=kc1acajvhq671d4e, trace_id=s7lnvmce41tyjdownnjhl93a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:31:57 | ERROR | storage | Payment gateway returned 504 provider=stripe (env=prod, region=us-east-1, ip=137.184.16.180, request_id=sgxl1b8mgb60bo7s, trace_id=vnul4eojitb1tygaoilqb36l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:32:02 | ERROR | scheduler | Authentication failed due to invalid token user_id=8772 (env=prod, region=eu-west-1, ip=184.218.25.101, request_id=vrn5xyy1nxun0kyp, trace_id=o7i6hpp0j2n1kop9en8eaft7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:32:10 | ERROR | db | Service dependency not responding dependency=redis (env=prod, region=ap-southeast-1, ip=119.207.190.9, request_id=ttcv9wytpgao48jh, trace_id=70h8izv7ftl9c2yyshmov5n2, ua="PostmanRuntime/7.36.0")
2026-02-01 11:32:14 | ERROR | inventory | Connection refused dependency=email-smtp (env=staging, region=ap-southeast-1, ip=61.56.217.69, request_id=bqrzw0flkiaf8z9t, trace_id=jsh4vdmr9luclx93trnrtgsg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:32:24 | ERROR | search | Worker crashed: out of memory rss_mb=3539 (env=dev, region=eu-west-1, ip=153.11.121.175, request_id=xu9wvm1cn6vr0w92, trace_id=655109zlmwq3wtqatzef80sc, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:32:49 | ERROR | email | DB timeout while fetching user profile user_id=9697 (env=prod, region=ap-southeast-1, ip=108.231.204.94, request_id=535a6haajvfg8q98, trace_id=wrhr0l3wuj6mghyak8zwfn4s, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:33:11 | ERROR | notifications | Authentication failed due to invalid token user_id=5559 (env=prod, region=ap-southeast-1, ip=80.133.166.207, request_id=eg4trslkp9v5pnwx, trace_id=ji7ig5thfde79rdakd9efhi9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:33:12 | ERROR | auth | DB timeout while fetching user profile user_id=1119 (env=prod, region=us-east-1, ip=158.94.90.48, request_id=j1qpnad7fjumjt1p, trace_id=w8jroh9icmtkn9bbw9ctm49q, ua="curl/8.4.0")
2026-02-01 11:33:18 | ERROR | frontend | Unhandled exception type=KeyError message=invalid format (env=prod, region=me-south-1, ip=9.128.248.17, request_id=yceul8g38d42gbh3, trace_id=z7wsdiuoo65qeaq6pyshr366, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:33:26 | ERROR | notifications | Data validation error: missing required field field=currency (env=prod, region=us-east-1, ip=37.119.69.114, request_id=spc41ip88bi4tkjo, trace_id=aa1tnbbjz60k0qmt3dknsu2q, ua="curl/8.4.0")
2026-02-01 11:33:51 | ERROR | orders | Unhandled exception type=ValueError message=permission denied (env=prod, region=us-east-1, ip=205.17.4.128, request_id=kbcvyr01wbfmpnxn, trace_id=8bo36jrkach7axjcn2vroiri, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:33:54 | ERROR | scheduler | Unhandled exception type=RuntimeError message=null value (env=prod, region=ap-southeast-1, ip=131.219.165.241, request_id=mraxk9ln4nmk5iip, trace_id=0iex743kldrhzeh4r80a4f2l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:34:09 | ERROR | db | Service dependency not responding dependency=orders-api (env=prod, region=me-south-1, ip=88.226.218.1, request_id=n6l5lmz3z5afej9a, trace_id=csxn6uvkdmkgqpal0sc24x43, ua="curl/8.4.0")
2026-02-01 11:34:23 | ERROR | api | Service dependency not responding dependency=orders-api (env=staging, region=us-east-1, ip=190.78.82.36, request_id=qtoz0zuphde0njyh, trace_id=l4fygx6kttxhrduvu9dwf0w9, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:34:29 | ERROR | payments | Write operation failed: storage quota exceeded bucket=prod-backups (env=prod, region=us-east-1, ip=190.143.108.12, request_id=v9ecxzsppt02zxuk, trace_id=n7eg1uvlahojxyvg24v4zohg, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:34:49 | ERROR | cdn | Payment gateway returned 502 provider=stripe (env=prod, region=ap-southeast-1, ip=98.86.194.222, request_id=dzjphiph1hp31tlj, trace_id=87pmbf7n6v5ic6z5aily0ovx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:34:52 | ERROR | auth | Worker crashed: out of memory rss_mb=1357 (env=prod, region=eu-west-1, ip=72.135.51.78, request_id=ds5tvrcqn53rsprx, trace_id=2j3szxp8lze5yqui2ew2t5z4, ua="curl/8.4.0")
2026-02-01 11:35:10 | ERROR | cache | Authentication failed due to invalid token user_id=8393 (env=dev, region=us-east-1, ip=142.223.137.143, request_id=n2n6h82heobu9pqj, trace_id=231r1ql89855unut1jnka535, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:35:18 | ERROR | frontend | Data validation error: missing required field field=email (env=prod, region=ap-southeast-1, ip=64.176.252.22, request_id=h8ileui64lyv24dy, trace_id=8es7ccdr2bai6py60p6bjdtg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:35:23 | ERROR | kms | Unhandled exception type=TimeoutError message=unexpected None (env=staging, region=ap-southeast-1, ip=221.214.176.156, request_id=2rk9ho3n5vr6ia6g, trace_id=91db6bjadaapbtt7w6hsy6i3, ua="curl/8.4.0")
2026-02-01 11:35:32 | ERROR | orders | Upstream service unavailable dependency=cdn-edge (env=prod, region=ap-southeast-1, ip=83.37.180.70, request_id=1bj6rhrv1my000a7, trace_id=gnpevycya2bksr5c1chr3n0k, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:35:36 | ERROR | db | DB timeout while fetching user profile user_id=5662 (env=staging, region=ap-southeast-1, ip=221.217.216.72, request_id=py2vsioyjk8s72jn, trace_id=1y77bpm7uezjqz7c0f9hxvo7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:35:38 | ERROR | profile | Worker crashed: out of memory rss_mb=2462 (env=staging, region=ap-southeast-1, ip=248.129.51.51, request_id=2c9umn5w5enpqru3, trace_id=jyp2kk275fjs82yu1a3ra1w7, ua="PostmanRuntime/7.36.0")
2026-02-01 11:35:57 | ERROR | inventory | Unhandled exception type=ValueError message=permission denied (env=staging, region=ap-southeast-1, ip=60.25.29.19, request_id=kl3qz98jjiwz5nvu, trace_id=hcn6gtjpurfy42ls4tp2atdt, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:35:58 | ERROR | inventory | Payment gateway returned 400 provider=adyen (env=prod, region=eu-west-1, ip=30.109.12.105, request_id=azuu605n4kbyiurh, trace_id=12sbkqjq1vmcep2w5vdi9ps2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:36:05 | ERROR | worker | Data validation error: missing required field field=email (env=prod, region=us-east-1, ip=63.238.70.244, request_id=jw8o59gy8lvcutew, trace_id=qhrxtag30vdtt8wcm310v1bv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:36:08 | ERROR | payments | Worker crashed: out of memory rss_mb=1585 (env=prod, region=ap-southeast-1, ip=234.248.107.136, request_id=q246r7iy23040xbk, trace_id=2oc8vbd1xqjje080ohncsjuk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:36:12 | ERROR | notifications | Payment gateway returned 502 provider=stripe (env=prod, region=ap-southeast-1, ip=19.49.96.103, request_id=sipiz8f2i8u3zuyx, trace_id=t9fdhym39ogm9l9l885h1gr8, ua="curl/8.4.0")
2026-02-01 11:36:23 | ERROR | cache | Write operation failed: storage quota exceeded bucket=prod-backups (env=dev, region=ap-southeast-1, ip=15.94.163.71, request_id=es4losluwk2rkapm, trace_id=4drj0ki389o01ur6db89ulrm, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:36:25 | ERROR | kms | Data validation error: missing required field field=address (env=dev, region=us-east-1, ip=229.152.187.136, request_id=12q5q7y17unzsnhp, trace_id=lfqnvjzx7wv4z00o7jiasbae, ua="PostmanRuntime/7.36.0")
2026-02-01 11:36:52 | ERROR | cdn | Unhandled exception type=RuntimeError message=unexpected None (env=dev, region=ap-southeast-1, ip=207.214.35.73, request_id=jyjbe0bz7lo7o8eo, trace_id=ik72xa1fglr7rxl8ato4rwjn, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:37:12 | ERROR | auth | Data validation error: missing required field field=user_id (env=staging, region=us-east-1, ip=64.70.156.191, request_id=eimw2020indgo1w6, trace_id=8z74ddly8j9eee6zdjif7ohk, ua="PostmanRuntime/7.36.0")
2026-02-01 11:37:24 | ERROR | search | Write operation failed: storage quota exceeded bucket=prod-backups (env=staging, region=me-south-1, ip=115.101.232.221, request_id=00w4ca11zrw36pdg, trace_id=k82nr2iqdbifejq1t4jb75v7, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:37:30 | ERROR | cache | Worker crashed: out of memory rss_mb=2850 (env=prod, region=me-south-1, ip=194.84.91.1, request_id=5mot7lo6fij6h2dh, trace_id=giz654tzhnzpsvsbwa3kx24w, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:37:36 | ERROR | orders | Upstream service unavailable dependency=search-index (env=prod, region=us-east-1, ip=46.217.233.200, request_id=urh4u17a3qib0nj4, trace_id=8ysww929l2hd8e5kxvsnu2tg, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:37:37 | ERROR | scheduler | Write operation failed: storage quota exceeded bucket=prod-uploads (env=prod, region=us-east-1, ip=220.215.239.47, request_id=ffiusu21cv9qvpsf, trace_id=qtzehk377yetkvmhhz981v5f, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:37:47 | ERROR | scheduler | Upstream service unavailable dependency=postgres (env=staging, region=me-south-1, ip=199.39.47.162, request_id=jof5rd13rhhnoz9a, trace_id=78jkxcesmc1r0x05y32nn169, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 11:38:03 | ERROR | auth | Unhandled exception type=IOError message=index out of range (env=prod, region=eu-west-1, ip=130.242.141.41, request_id=cqhb62hajk2bwmxn, trace_id=71b8479y66tqspx0k9lf8er8, ua="PostmanRuntime/7.36.0")
2026-02-01 11:38:11 | ERROR | inventory | Connection refused dependency=kms (env=prod, region=us-east-1, ip=142.148.109.79, request_id=put0ayycyhdlnzny, trace_id=6i6nz8y5sspxzryvgpxphpou, ua="curl/8.4.0")
2026-02-01 11:38:23 | ERROR | worker | Authentication failed due to invalid token user_id=4093 (env=prod, region=eu-west-1, ip=123.26.128.237, request_id=xrljc144pd1ocw6g, trace_id=36afe5fpysg08imesqrza0ym, ua="curl/8.4.0")
2026-02-01 11:38:48 | ERROR | inventory | Payment gateway returned 503 provider=paypal (env=prod, region=eu-west-1, ip=174.40.60.248, request_id=dwz1ij6m76nk0b2m, trace_id=b2jjit7338tbg583znt7vtfe, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:39:00 | ERROR | payments | DB timeout while fetching user profile user_id=5350 (env=staging, region=eu-west-1, ip=178.144.112.50, request_id=yvr1rt00za8i0bas, trace_id=o23y5uq66ciqqjazdpottak0, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:39:04 | ERROR | analytics | Connection refused dependency=cdn-edge (env=prod, region=ap-southeast-1, ip=20.24.231.189, request_id=ciozlg36lvi5dgih, trace_id=w5g3w0u2f8d1s5lnhxr1asji, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:39:35 | ERROR | analytics | Service dependency not responding dependency=search-index (env=prod, region=us-east-1, ip=120.35.159.156, request_id=9d5k3pnpzpjbxq6s, trace_id=k5p5o611j876gp7xvd4ejo3y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 11:39:36 | ERROR | inventory | Payment gateway returned 401 provider=stripe (env=staging, region=eu-west-1, ip=167.115.52.69, request_id=i7f1jabg9flqsrx3, trace_id=961njl1hqbhcx9yvwzn3uiej, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:39:39 | ERROR | gateway | Worker crashed: out of memory rss_mb=3004 (env=staging, region=ap-southeast-1, ip=24.25.41.15, request_id=ljt98f33xrkvjgn7, trace_id=ty75pztn1zxpdkpbh94bj5ck, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 11:39:43 | ERROR | worker | Write operation failed: storage quota exceeded bucket=analytics-exports (env=prod, region=ap-southeast-1, ip=179.231.108.18, request_id=u4rqdx8nr5poyhdx, trace_id=s8l9lhqnzn5fzh8haa94ccop, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 11:39:44 | ERROR | payments | Data validation error: missing required field field=sku (env=prod, region=ap-southeast-1, ip=124.242.234.204, request_id=bk28cynief7iigb6, trace_id=cuy3y7szc73ujnfnwzg19wwv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
